Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2020Q3,S08000029,S08000029,,Upper GI,,36,,36,
2020Q3,S08000029,S08000029,,Urological,,60,,56,
2020Q3,S08000029,S08000029,,All Cancer Types,d,283,,279,
2020Q3,S08000029,S08000030,,Head & Neck,,3,,3,
2020Q3,S08000029,S08000030,,Melanoma,,2,,2,
2020Q3,S08000029,S08000030,,All Cancer Types,d,5,,5,
2020Q3,S08000029,S92000003,d,Breast,,51,,51,
2020Q3,S08000029,S92000003,d,Cervical,,3,,2,
2020Q3,S08000029,S92000003,d,Colorectal,,46,,46,
2020Q3,S08000029,S92000003,d,Head & Neck,,13,,13,
2020Q3,S08000029,S92000003,d,Lung,,87,,86,
2020Q3,S08000029,S92000003,d,Lymphoma,,12,,12,
2020Q3,S08000029,S92000003,d,Melanoma,,16,,16,
2020Q3,S08000029,S92000003,d,Ovarian,,12,,12,
2020Q3,S08000029,S92000003,d,Upper GI,,42,,42,
2020Q3,S08000029,S92000003,d,Urological,,65,,60,
2020Q3,S08000029,S92000003,d,All Cancer Types,d,347,,340,
2020Q3,S08000030,S08000020,,Ovarian,,1,,1,
2020Q3,S08000030,S08000020,,Urological,,1,,1,
2020Q3,S08000030,S08000020,,All Cancer Types,d,2,,2,
2020Q3,S08000030,S08000024,,Lung,,5,,5,
2020Q3,S08000030,S08000024,,All Cancer Types,d,5,,5,
2020Q3,S08000030,S08000030,,Breast,,74,,74,
2020Q3,S08000030,S08000030,,Cervical,,1,,1,
2020Q3,S08000030,S08000030,,Colorectal,,68,,68,
2020Q3,S08000030,S08000030,,Head & Neck,,15,,15,
2020Q3,S08000030,S08000030,,Lung,,76,,76,
2020Q3,S08000030,S08000030,,Lymphoma,,10,,10,
2020Q3,S08000030,S08000030,,Melanoma,,15,,15,
2020Q3,S08000030,S08000030,,Ovarian,,7,,7,
2020Q3,S08000030,S08000030,,Upper GI,,56,,56,
2020Q3,S08000030,S08000030,,Urological,,62,,61,
2020Q3,S08000030,S08000030,,All Cancer Types,d,384,,383,
2020Q3,S08000030,S92000003,d,Breast,,74,,74,
2020Q3,S08000030,S92000003,d,Cervical,,1,,1,
2020Q3,S08000030,S92000003,d,Colorectal,,68,,68,
2020Q3,S08000030,S92000003,d,Head & Neck,,15,,15,
2020Q3,S08000030,S92000003,d,Lung,,81,,81,
2020Q3,S08000030,S92000003,d,Lymphoma,,10,,10,
2020Q3,S08000030,S92000003,d,Melanoma,,15,,15,
2020Q3,S08000030,S92000003,d,Ovarian,,8,,8,
2020Q3,S08000030,S92000003,d,Upper GI,,56,,56,
2020Q3,S08000030,S92000003,d,Urological,,63,,62,
2020Q3,S08000030,S92000003,d,All Cancer Types,d,391,,390,
2020Q3,S08000031,S08000022,,Urological,,1,,1,
2020Q3,S08000031,S08000022,,All Cancer Types,d,1,,1,
2020Q3,S08000031,S08000024,,Upper GI,,1,,1,
2020Q3,S08000031,S08000024,,All Cancer Types,d,1,,1,
2020Q3,S08000031,S08000031,,Breast,,226,,225,
2020Q3,S08000031,S08000031,,Cervical,,8,,8,
2020Q3,S08000031,S08000031,,Colorectal,,154,,153,
2020Q3,S08000031,S08000031,,Head & Neck,,60,,59,
2020Q3,S08000031,S08000031,,Lung,,212,,212,
2020Q3,S08000031,S08000031,,Lymphoma,,64,,64,
2020Q3,S08000031,S08000031,,Melanoma,,75,,74,
2020Q3,S08000031,S08000031,,Ovarian,,27,,27,
2020Q3,S08000031,S08000031,,Upper GI,,134,,130,
2020Q3,S08000031,S08000031,,Urological,,262,,250,
2020Q3,S08000031,S08000031,,All Cancer Types,d,1222,,1202,
2020Q3,S08000031,S08000032,,Breast,,7,,7,
2020Q3,S08000031,S08000032,,All Cancer Types,d,7,,7,
2020Q3,S08000031,S92000003,d,Breast,,233,,232,
2020Q3,S08000031,S92000003,d,Cervical,,8,,8,
2020Q3,S08000031,S92000003,d,Colorectal,,155,,154,
2020Q3,S08000031,S92000003,d,Head & Neck,,60,,59,
2020Q3,S08000031,S92000003,d,Lung,,253,,253,
2020Q3,S08000031,S92000003,d,Lymphoma,,64,,64,
2020Q3,S08000031,S92000003,d,Melanoma,,75,,74,
2020Q3,S08000031,S92000003,d,Ovarian,,27,,27,
2020Q3,S08000031,S92000003,d,Upper GI,,135,,131,
2020Q3,S08000031,S92000003,d,Urological,,263,,251,
2020Q3,S08000031,S92000003,d,All Cancer Types,d,1273,,1253,
2020Q3,S08000031,SB0801,,Colorectal,,1,,1,
2020Q3,S08000031,SB0801,,Lung,,41,,41,
2020Q3,S08000031,SB0801,,All Cancer Types,d,42,,42,
2020Q3,S08000032,S08000024,,Upper GI,,1,,1,
2020Q3,S08000032,S08000024,,Urological,,1,,1,
2020Q3,S08000032,S08000024,,All Cancer Types,d,2,,2,
2020Q3,S08000032,S08000031,,Breast,,2,,2,
2020Q3,S08000032,S08000031,,Cervical,,3,,3,
2020Q3,S08000032,S08000031,,Colorectal,,6,,5,
2020Q3,S08000032,S08000031,,Head & Neck,,6,,6,
2020Q3,S08000032,S08000031,,Lung,,21,,20,
2020Q3,S08000032,S08000031,,Lymphoma,,2,,2,
2020Q3,S08000032,S08000031,,Melanoma,,1,,1,
2020Q3,S08000032,S08000031,,Ovarian,,3,,3,
2020Q3,S08000032,S08000031,,Upper GI,,4,,4,
2020Q3,S08000032,S08000031,,Urological,,12,,12,
2020Q3,S08000032,S08000031,,All Cancer Types,d,60,,58,
2020Q3,S08000032,S08000032,,Breast,,78,,78,
2020Q3,S08000032,S08000032,,Cervical,,1,,1,
2020Q3,S08000032,S08000032,,Colorectal,,68,,65,
2020Q3,S08000032,S08000032,,Head & Neck,,18,,18,
2020Q3,S08000032,S08000032,,Lung,,59,,59,
2020Q3,S08000032,S08000032,,Lymphoma,,29,,29,
2020Q3,S08000032,S08000032,,Melanoma,,33,,33,
2020Q3,S08000032,S08000032,,Ovarian,,2,,2,
2020Q3,S08000032,S08000032,,Upper GI,,49,,49,
2020Q3,S08000032,S08000032,,Urological,,44,,43,
2020Q3,S08000032,S08000032,,All Cancer Types,d,381,,377,
2020Q3,S08000032,S92000003,d,Breast,,80,,80,
2020Q3,S08000032,S92000003,d,Cervical,,4,,4,
2020Q3,S08000032,S92000003,d,Colorectal,,74,,70,
2020Q3,S08000032,S92000003,d,Head & Neck,,24,,24,
2020Q3,S08000032,S92000003,d,Lung,,101,,100,
2020Q3,S08000032,S92000003,d,Lymphoma,,31,,31,
2020Q3,S08000032,S92000003,d,Melanoma,,34,,34,
2020Q3,S08000032,S92000003,d,Ovarian,,5,,5,
2020Q3,S08000032,S92000003,d,Upper GI,,54,,54,
2020Q3,S08000032,S92000003,d,Urological,,57,,56,
2020Q3,S08000032,S92000003,d,All Cancer Types,d,464,,458,
2020Q3,S08000032,SB0801,,Lung,,21,,21,
2020Q3,S08000032,SB0801,,All Cancer Types,d,21,,21,
2020Q4,S08000015,S08000015,,Breast,,91,,91,
2020Q4,S08000015,S08000015,,Cervical,,3,,3,
2020Q4,S08000015,S08000015,,Colorectal,,39,,39,
2020Q4,S08000015,S08000015,,Head & Neck,,18,,18,
2020Q4,S08000015,S08000015,,Lung,,39,,39,
2020Q4,S08000015,S08000015,,Lymphoma,,11,,11,
2020Q4,S08000015,S08000015,,Melanoma,,20,,20,
2020Q4,S08000015,S08000015,,Ovarian,,4,,4,
2020Q4,S08000015,S08000015,,Upper GI,,36,,36,
2020Q4,S08000015,S08000015,,Urological,,49,,49,
2020Q4,S08000015,S08000015,,All Cancer Types,d,310,,310,
2020Q4,S08000015,S08000017,,Breast,,1,,0,
2020Q4,S08000015,S08000017,,All Cancer Types,d,1,,0,
2020Q4,S08000015,S08000031,,Cervical,,2,,2,
2020Q4,S08000015,S08000031,,Colorectal,,7,,7,
2020Q4,S08000015,S08000031,,Head & Neck,,7,,7,
2020Q4,S08000015,S08000031,,Lung,,3,,3,
2020Q4,S08000015,S08000031,,Melanoma,,1,,1,
2020Q4,S08000015,S08000031,,Ovarian,,4,,4,
2020Q4,S08000015,S08000031,,Upper GI,,10,,10,
2020Q4,S08000015,S08000031,,Urological,,8,,8,
2020Q4,S08000015,S08000031,,All Cancer Types,d,42,,42,
2020Q4,S08000015,S92000003,d,Breast,,92,,91,
2020Q4,S08000015,S92000003,d,Cervical,,5,,5,
2020Q4,S08000015,S92000003,d,Colorectal,,46,,46,
2020Q4,S08000015,S92000003,d,Head & Neck,,25,,25,
2020Q4,S08000015,S92000003,d,Lung,,48,,48,
2020Q4,S08000015,S92000003,d,Lymphoma,,11,,11,
2020Q4,S08000015,S92000003,d,Melanoma,,21,,21,
2020Q4,S08000015,S92000003,d,Ovarian,,8,,8,
2020Q4,S08000015,S92000003,d,Upper GI,,46,,46,
2020Q4,S08000015,S92000003,d,Urological,,57,,57,
2020Q4,S08000015,S92000003,d,All Cancer Types,d,359,,358,
2020Q4,S08000015,SB0801,,Lung,,6,,6,
2020Q4,S08000015,SB0801,,All Cancer Types,d,6,,6,
2020Q4,S08000016,S08000016,,Breast,,13,,13,
2020Q4,S08000016,S08000016,,Colorectal,,10,,10,
2020Q4,S08000016,S08000016,,Head & Neck,,3,,3,
2020Q4,S08000016,S08000016,,Lung,,10,,10,
2020Q4,S08000016,S08000016,,Lymphoma,,4,,4,
2020Q4,S08000016,S08000016,,Melanoma,,1,,1,
2020Q4,S08000016,S08000016,,Ovarian,,5,,5,
2020Q4,S08000016,S08000016,,Upper GI,,9,,9,
2020Q4,S08000016,S08000016,,Urological,,11,,11,
2020Q4,S08000016,S08000016,,All Cancer Types,d,66,,66,
2020Q4,S08000016,S08000024,,Breast,,1,,1,
2020Q4,S08000016,S08000024,,Colorectal,,1,,1,
2020Q4,S08000016,S08000024,,Head & Neck,,1,,1,
2020Q4,S08000016,S08000024,,Lung,,4,,4,
2020Q4,S08000016,S08000024,,Lymphoma,,1,,1,
2020Q4,S08000016,S08000024,,Ovarian,,2,,2,
2020Q4,S08000016,S08000024,,Upper GI,,2,,2,
2020Q4,S08000016,S08000024,,Urological,,2,,2,
2020Q4,S08000016,S08000024,,All Cancer Types,d,14,,14,
2020Q4,S08000016,S92000003,d,Breast,,14,,14,
2020Q4,S08000016,S92000003,d,Colorectal,,11,,11,
2020Q4,S08000016,S92000003,d,Head & Neck,,4,,4,
2020Q4,S08000016,S92000003,d,Lung,,14,,14,
2020Q4,S08000016,S92000003,d,Lymphoma,,5,,5,
2020Q4,S08000016,S92000003,d,Melanoma,,1,,1,
2020Q4,S08000016,S92000003,d,Ovarian,,7,,7,
2020Q4,S08000016,S92000003,d,Upper GI,,11,,11,
2020Q4,S08000016,S92000003,d,Urological,,13,,13,
2020Q4,S08000016,S92000003,d,All Cancer Types,d,80,,80,
2020Q4,S08000017,S08000017,,Breast,,23,,23,
2020Q4,S08000017,S08000017,,Colorectal,,18,,18,
2020Q4,S08000017,S08000017,,Head & Neck,,6,,6,
2020Q4,S08000017,S08000017,,Lung,,30,,30,
2020Q4,S08000017,S08000017,,Lymphoma,,8,,8,
2020Q4,S08000017,S08000017,,Melanoma,,9,,9,
2020Q4,S08000017,S08000017,,Ovarian,,3,,3,
2020Q4,S08000017,S08000017,,Upper GI,,22,,22,
2020Q4,S08000017,S08000017,,Urological,,35,,35,
2020Q4,S08000017,S08000017,,All Cancer Types,d,154,,154,
2020Q4,S08000017,S08000024,,Breast,,1,,1,
2020Q4,S08000017,S08000024,,Cervical,,1,,1,
2020Q4,S08000017,S08000024,,Colorectal,,6,,5,
2020Q4,S08000017,S08000024,,Head & Neck,,3,,3,
2020Q4,S08000017,S08000024,,Lung,,3,,3,
2020Q4,S08000017,S08000024,,Melanoma,,1,,1,
2020Q4,S08000017,S08000024,,Ovarian,,1,,1,
2020Q4,S08000017,S08000024,,Upper GI,,6,,6,
2020Q4,S08000017,S08000024,,Urological,,18,,16,
2020Q4,S08000017,S08000024,,All Cancer Types,d,40,,37,
2020Q4,S08000017,S08000031,,Head & Neck,,2,,2,
2020Q4,S08000017,S08000031,,Urological,,1,,1,
2020Q4,S08000017,S08000031,,All Cancer Types,d,3,,3,
2020Q4,S08000017,S92000003,d,Breast,,24,,24,
2020Q4,S08000017,S92000003,d,Cervical,,1,,1,
2020Q4,S08000017,S92000003,d,Colorectal,,24,,23,
2020Q4,S08000017,S92000003,d,Head & Neck,,11,,11,
2020Q4,S08000017,S92000003,d,Lung,,39,,39,
2020Q4,S08000017,S92000003,d,Lymphoma,,8,,8,
2020Q4,S08000017,S92000003,d,Melanoma,,10,,10,
2020Q4,S08000017,S92000003,d,Ovarian,,4,,4,
2020Q4,S08000017,S92000003,d,Upper GI,,28,,28,
2020Q4,S08000017,S92000003,d,Urological,,54,,52,
2020Q4,S08000017,S92000003,d,All Cancer Types,d,203,,200,
2020Q4,S08000017,SB0801,,Lung,,6,,6,
2020Q4,S08000017,SB0801,,All Cancer Types,d,6,,6,
2020Q4,S08000019,S08000019,,Breast,,55,,55,
2020Q4,S08000019,S08000019,,Cervical,,2,,2,
2020Q4,S08000019,S08000019,,Colorectal,,42,,42,
2020Q4,S08000019,S08000019,,Head & Neck,,2,,2,
2020Q4,S08000019,S08000019,,Lung,,54,,54,
2020Q4,S08000019,S08000019,,Lymphoma,,9,,9,
2020Q4,S08000019,S08000019,,Melanoma,,11,,11,
2020Q4,S08000019,S08000019,,Ovarian,,4,,4,
2020Q4,S08000019,S08000019,,Upper GI,,35,,35,
2020Q4,S08000019,S08000019,,Urological,,74,,73,
2020Q4,S08000019,S08000019,,All Cancer Types,d,288,,287,
2020Q4,S08000019,S08000024,,Upper GI,,4,,4,
2020Q4,S08000019,S08000024,,All Cancer Types,d,4,,4,
2020Q4,S08000019,S08000031,,Colorectal,,4,,3,
2020Q4,S08000019,S08000031,,Head & Neck,,7,,7,
2020Q4,S08000019,S08000031,,Lung,,9,,7,
2020Q4,S08000019,S08000031,,Lymphoma,,1,,1,
2020Q4,S08000019,S08000031,,Melanoma,,3,,2,
2020Q4,S08000019,S08000031,,Ovarian,,3,,3,
2020Q4,S08000019,S08000031,,Upper GI,,10,,10,
2020Q4,S08000019,S08000031,,Urological,,22,,22,
2020Q4,S08000019,S08000031,,All Cancer Types,d,59,,55,
2020Q4,S08000019,S92000003,d,Breast,,55,,55,
2020Q4,S08000019,S92000003,d,Cervical,,2,,2,
2020Q4,S08000019,S92000003,d,Colorectal,,46,,45,
2020Q4,S08000019,S92000003,d,Head & Neck,,11,,11,
2020Q4,S08000019,S92000003,d,Lung,,69,,67,
2020Q4,S08000019,S92000003,d,Lymphoma,,10,,10,
2020Q4,S08000019,S92000003,d,Melanoma,,14,,13,
2020Q4,S08000019,S92000003,d,Ovarian,,7,,7,
2020Q4,S08000019,S92000003,d,Upper GI,,50,,50,
2020Q4,S08000019,S92000003,d,Urological,,96,,95,
2020Q4,S08000019,S92000003,d,All Cancer Types,d,360,,355,
2020Q4,S08000019,SB0801,,Head & Neck,,2,,2,
2020Q4,S08000019,SB0801,,Lung,,6,,6,
2020Q4,S08000019,SB0801,,Upper GI,,1,,1,
2020Q4,S08000019,SB0801,,All Cancer Types,d,9,,9,
2020Q4,S08000020,S08000020,,Breast,,112,,111,
2020Q4,S08000020,S08000020,,Cervical,,4,,4,
2020Q4,S08000020,S08000020,,Colorectal,,66,,64,
2020Q4,S08000020,S08000020,,Head & Neck,,16,,16,
2020Q4,S08000020,S08000020,,Lung,,91,,90,
2020Q4,S08000020,S08000020,,Lymphoma,,32,,32,
2020Q4,S08000020,S08000020,,Melanoma,,34,,34,
2020Q4,S08000020,S08000020,,Ovarian,,15,,15,
2020Q4,S08000020,S08000020,,Upper GI,,70,,70,
2020Q4,S08000020,S08000020,,Urological,,172,,170,
2020Q4,S08000020,S08000020,,All Cancer Types,d,612,,606,
2020Q4,S08000020,S08000025,,Breast,,1,,1,
2020Q4,S08000020,S08000025,,All Cancer Types,d,1,,1,
2020Q4,S08000020,S08000026,,Breast,,1,,1,
2020Q4,S08000020,S08000026,,All Cancer Types,d,1,,1,
2020Q4,S08000020,S92000003,d,Breast,,114,,113,
2020Q4,S08000020,S92000003,d,Cervical,,4,,4,
2020Q4,S08000020,S92000003,d,Colorectal,,66,,64,
2020Q4,S08000020,S92000003,d,Head & Neck,,16,,16,
2020Q4,S08000020,S92000003,d,Lung,,92,,91,
2020Q4,S08000020,S92000003,d,Lymphoma,,32,,32,
2020Q4,S08000020,S92000003,d,Melanoma,,34,,34,
2020Q4,S08000020,S92000003,d,Ovarian,,15,,15,
2020Q4,S08000020,S92000003,d,Upper GI,,70,,70,
2020Q4,S08000020,S92000003,d,Urological,,172,,170,
2020Q4,S08000020,S92000003,d,All Cancer Types,d,615,,609,
2020Q4,S08000020,SB0801,,Lung,,1,,1,
2020Q4,S08000020,SB0801,,All Cancer Types,d,1,,1,
2020Q4,S08000022,S08000020,,Ovarian,,1,,1,
2020Q4,S08000022,S08000020,,Urological,,2,,2,
2020Q4,S08000022,S08000020,,All Cancer Types,d,3,,3,
2020Q4,S08000022,S08000022,,Breast,,53,,48,
2020Q4,S08000022,S08000022,,Cervical,,1,,1,
2020Q4,S08000022,S08000022,,Colorectal,,50,,48,
2020Q4,S08000022,S08000022,,Head & Neck,,7,,7,
2020Q4,S08000022,S08000022,,Lung,,29,,29,
2020Q4,S08000022,S08000022,,Lymphoma,,12,,11,
2020Q4,S08000022,S08000022,,Melanoma,,12,,12,
2020Q4,S08000022,S08000022,,Ovarian,,11,,11,
2020Q4,S08000022,S08000022,,Upper GI,,39,,38,
2020Q4,S08000022,S08000022,,Urological,,74,,68,
2020Q4,S08000022,S08000022,,All Cancer Types,d,288,,273,
2020Q4,S08000022,S08000024,,Breast,,1,,0,
2020Q4,S08000022,S08000024,,All Cancer Types,d,1,,0,
2020Q4,S08000022,S08000031,,Head & Neck,,2,,2,
2020Q4,S08000022,S08000031,,Lung,,2,,2,
2020Q4,S08000022,S08000031,,Lymphoma,,1,,1,
2020Q4,S08000022,S08000031,,Melanoma,,2,,2,
2020Q4,S08000022,S08000031,,Upper GI,,1,,1,
2020Q4,S08000022,S08000031,,Urological,,2,,2,
2020Q4,S08000022,S08000031,,All Cancer Types,d,10,,10,
2020Q4,S08000022,S92000003,d,Breast,,54,,48,
2020Q4,S08000022,S92000003,d,Cervical,,1,,1,
2020Q4,S08000022,S92000003,d,Colorectal,,50,,48,
2020Q4,S08000022,S92000003,d,Head & Neck,,9,,9,
2020Q4,S08000022,S92000003,d,Lung,,38,,38,
2020Q4,S08000022,S92000003,d,Lymphoma,,13,,12,
2020Q4,S08000022,S92000003,d,Melanoma,,14,,14,
2020Q4,S08000022,S92000003,d,Ovarian,,12,,12,
2020Q4,S08000022,S92000003,d,Upper GI,,40,,39,
2020Q4,S08000022,S92000003,d,Urological,,78,,72,
2020Q4,S08000022,S92000003,d,All Cancer Types,d,309,,293,
2020Q4,S08000022,SB0801,,Lung,,7,,7,
2020Q4,S08000022,SB0801,,All Cancer Types,d,7,,7,
2020Q4,S08000024,S08000016,,Breast,,2,,2,
2020Q4,S08000024,S08000016,,All Cancer Types,d,2,,2,
2020Q4,S08000024,S08000019,,Breast,,1,,1,
2020Q4,S08000024,S08000019,,All Cancer Types,d,1,,1,
2020Q4,S08000024,S08000024,,Breast,,199,,199,
2020Q4,S08000024,S08000024,,Cervical,,4,,4,
2020Q4,S08000024,S08000024,,Colorectal,,109,,107,
2020Q4,S08000024,S08000024,,Head & Neck,,47,,47,
2020Q4,S08000024,S08000024,,Lung,,181,,181,
2020Q4,S08000024,S08000024,,Lymphoma,,33,,33,
2020Q4,S08000024,S08000024,,Melanoma,,31,,31,
2020Q4,S08000024,S08000024,,Ovarian,,20,,20,
2020Q4,S08000024,S08000024,,Upper GI,,102,,101,
2020Q4,S08000024,S08000024,,Urological,,190,,179,
2020Q4,S08000024,S08000024,,All Cancer Types,d,916,,902,
2020Q4,S08000024,S08000029,,Breast,,1,,1,
2020Q4,S08000024,S08000029,,All Cancer Types,d,1,,1,
2020Q4,S08000024,S92000003,d,Breast,,203,,203,
2020Q4,S08000024,S92000003,d,Cervical,,4,,4,
2020Q4,S08000024,S92000003,d,Colorectal,,109,,107,
2020Q4,S08000024,S92000003,d,Head & Neck,,47,,47,
2020Q4,S08000024,S92000003,d,Lung,,181,,181,
2020Q4,S08000024,S92000003,d,Lymphoma,,33,,33,
2020Q4,S08000024,S92000003,d,Melanoma,,31,,31,
2020Q4,S08000024,S92000003,d,Ovarian,,20,,20,
2020Q4,S08000024,S92000003,d,Upper GI,,102,,101,
2020Q4,S08000024,S92000003,d,Urological,,190,,179,
2020Q4,S08000024,S92000003,d,All Cancer Types,d,920,,906,
2020Q4,S08000025,S08000020,,Head & Neck,,1,,1,
2020Q4,S08000025,S08000020,,Ovarian,,1,,1,
2020Q4,S08000025,S08000020,,Upper GI,,1,,1,
2020Q4,S08000025,S08000020,,Urological,,1,,0,
2020Q4,S08000025,S08000020,,All Cancer Types,d,4,,3,
2020Q4,S08000025,S08000024,,Urological,,1,,1,
2020Q4,S08000025,S08000024,,All Cancer Types,d,1,,1,
2020Q4,S08000025,S08000025,,Breast,,1,,1,
2020Q4,S08000025,S08000025,,Colorectal,,4,,4,
2020Q4,S08000025,S08000025,,Lung,,1,,1,
2020Q4,S08000025,S08000025,,Upper GI,,4,,4,
2020Q4,S08000025,S08000025,,Urological,,5,,5,
2020Q4,S08000025,S08000025,,All Cancer Types,d,15,,15,
2020Q4,S08000025,S92000003,d,Breast,,1,,1,
2020Q4,S08000025,S92000003,d,Colorectal,,4,,4,
2020Q4,S08000025,S92000003,d,Head & Neck,,1,,1,
2020Q4,S08000025,S92000003,d,Lung,,1,,1,
2020Q4,S08000025,S92000003,d,Ovarian,,1,,1,
2020Q4,S08000025,S92000003,d,Upper GI,,5,,5,
2020Q4,S08000025,S92000003,d,Urological,,7,,6,
2020Q4,S08000025,S92000003,d,All Cancer Types,d,20,,19,
2020Q4,S08000026,S08000020,,Lung,,3,,3,
2020Q4,S08000026,S08000020,,Lymphoma,,1,,1,
2020Q4,S08000026,S08000020,,Urological,,1,,1,
2020Q4,S08000026,S08000020,,All Cancer Types,d,5,,5,
2020Q4,S08000026,S08000026,,Breast,,3,,3,
2020Q4,S08000026,S08000026,,Cervical,,1,,1,
2020Q4,S08000026,S08000026,,Colorectal,,1,,1,
2020Q4,S08000026,S08000026,,Lung,,4,,4,
2020Q4,S08000026,S08000026,,Ovarian,,1,,1,
2020Q4,S08000026,S08000026,,Upper GI,,2,,2,
2020Q4,S08000026,S08000026,,Urological,,4,,4,
2020Q4,S08000026,S08000026,,All Cancer Types,d,16,,16,
2020Q4,S08000026,S92000003,d,Breast,,3,,3,
2020Q4,S08000026,S92000003,d,Cervical,,1,,1,
2020Q4,S08000026,S92000003,d,Colorectal,,1,,1,
2020Q4,S08000026,S92000003,d,Lung,,7,,7,
2020Q4,S08000026,S92000003,d,Lymphoma,,1,,1,
2020Q4,S08000026,S92000003,d,Ovarian,,1,,1,
2020Q4,S08000026,S92000003,d,Upper GI,,2,,2,
2020Q4,S08000026,S92000003,d,Urological,,5,,5,
2020Q4,S08000026,S92000003,d,All Cancer Types,d,21,,21,
2020Q4,S08000028,S08000022,,Colorectal,,4,,4,
2020Q4,S08000028,S08000022,,Head & Neck,,1,,1,
2020Q4,S08000028,S08000022,,Lymphoma,,2,,2,
2020Q4,S08000028,S08000022,,Upper GI,,4,,3,
2020Q4,S08000028,S08000022,,Urological,,2,,2,
2020Q4,S08000028,S08000022,,All Cancer Types,d,13,,12,
2020Q4,S08000028,S08000028,,Colorectal,,2,,2,
2020Q4,S08000028,S08000028,,Lung,,3,,3,
2020Q4,S08000028,S08000028,,Melanoma,,1,,1,
2020Q4,S08000028,S08000028,,Upper GI,,2,,2,
2020Q4,S08000028,S08000028,,Urological,,4,,4,
2020Q4,S08000028,S08000028,,All Cancer Types,d,12,,12,
2020Q4,S08000028,S08000031,,Head & Neck,,1,,1,
2020Q4,S08000028,S08000031,,Upper GI,,1,,1,
2020Q4,S08000028,S08000031,,All Cancer Types,d,2,,2,
2020Q4,S08000028,S92000003,d,Colorectal,,6,,6,
2020Q4,S08000028,S92000003,d,Head & Neck,,2,,2,
2020Q4,S08000028,S92000003,d,Lung,,5,,5,
2020Q4,S08000028,S92000003,d,Lymphoma,,2,,2,
2020Q4,S08000028,S92000003,d,Melanoma,,1,,1,
2020Q4,S08000028,S92000003,d,Upper GI,,7,,6,
2020Q4,S08000028,S92000003,d,Urological,,6,,6,
2020Q4,S08000028,S92000003,d,All Cancer Types,d,29,,28,
2020Q4,S08000028,SB0801,,Lung,,2,,2,
2020Q4,S08000028,SB0801,,All Cancer Types,d,2,,2,
2020Q4,S08000029,S08000024,,Breast,,1,,1,
2020Q4,S08000029,S08000024,,Cervical,,3,,3,
2020Q4,S08000029,S08000024,,Colorectal,,4,,4,
2020Q4,S08000029,S08000024,,Head & Neck,,8,,8,
2020Q4,S08000029,S08000024,,Lung,,26,,26,
2020Q4,S08000029,S08000024,,Ovarian,,3,,3,
2020Q4,S08000029,S08000024,,Upper GI,,11,,11,
2020Q4,S08000029,S08000024,,Urological,,19,,19,
2020Q4,S08000029,S08000024,,All Cancer Types,d,75,,75,
2020Q4,S08000029,S08000029,,Breast,,50,,50,
2020Q4,S08000029,S08000029,,Cervical,,1,,1,
2020Q4,S08000029,S08000029,,Colorectal,,40,,40,
2020Q4,S08000029,S08000029,,Head & Neck,,3,,3,
2020Q4,S08000029,S08000029,,Lung,,36,,36,
2020Q4,S08000029,S08000029,,Lymphoma,,17,,17,
2020Q4,S08000029,S08000029,,Melanoma,,10,,10,
2020Q4,S08000029,S08000029,,Ovarian,,5,,5,
2020Q4,S08000029,S08000029,,Upper GI,,33,,33,
2020Q4,S08000029,S08000029,,Urological,,95,,92,
2020Q4,S08000029,S08000029,,All Cancer Types,d,290,,287,
2020Q4,S08000029,S08000030,,Head & Neck,,4,,4,
2020Q4,S08000029,S08000030,,Melanoma,,2,,2,
2020Q4,S08000029,S08000030,,Urological,,1,,1,
2020Q4,S08000029,S08000030,,All Cancer Types,d,7,,7,
2020Q4,S08000029,S92000003,d,Breast,,51,,51,
2020Q4,S08000029,S92000003,d,Cervical,,4,,4,
2020Q4,S08000029,S92000003,d,Colorectal,,44,,44,
2020Q4,S08000029,S92000003,d,Head & Neck,,15,,15,
2020Q4,S08000029,S92000003,d,Lung,,62,,62,
2020Q4,S08000029,S92000003,d,Lymphoma,,17,,17,
2020Q4,S08000029,S92000003,d,Melanoma,,12,,12,
2020Q4,S08000029,S92000003,d,Ovarian,,8,,8,
2020Q4,S08000029,S92000003,d,Upper GI,,44,,44,
2020Q4,S08000029,S92000003,d,Urological,,115,,112,
2020Q4,S08000029,S92000003,d,All Cancer Types,d,372,,369,
2020Q4,S08000030,S08000020,,Ovarian,,1,,1,
2020Q4,S08000030,S08000020,,All Cancer Types,d,1,,1,
2020Q4,S08000030,S08000024,,Lung,,7,,7,
2020Q4,S08000030,S08000024,,Urological,,3,,3,
2020Q4,S08000030,S08000024,,All Cancer Types,d,10,,10,
2020Q4,S08000030,S08000030,,Breast,,90,,88,
2020Q4,S08000030,S08000030,,Cervical,,1,,1,
2020Q4,S08000030,S08000030,,Colorectal,,61,,61,
2020Q4,S08000030,S08000030,,Head & Neck,,16,,16,
2020Q4,S08000030,S08000030,,Lung,,70,,69,
2020Q4,S08000030,S08000030,,Lymphoma,,17,,17,
2020Q4,S08000030,S08000030,,Melanoma,,14,,14,
2020Q4,S08000030,S08000030,,Ovarian,,4,,4,
