Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2019Q1,S08000015,,S08000015,Breast,,76,,58,
2019Q1,S08000015,,S08000015,Cervical,,2,,2,
2019Q1,S08000015,,S08000015,Colorectal,,33,,20,
2019Q1,S08000015,,S08000015,Head & Neck,,5,,5,
2019Q1,S08000015,,S08000015,Lung,,40,,40,
2019Q1,S08000015,,S08000015,Lymphoma,,3,,3,
2019Q1,S08000015,,S08000015,Melanoma,,5,,5,
2019Q1,S08000015,,S08000015,Ovarian,,5,,5,
2019Q1,S08000015,,S08000015,Upper GI,,20,,18,
2019Q1,S08000015,,S08000015,Urological,,44,,41,
2019Q1,S08000015,,S08000015,All Cancer Types,d,233,,197,
2019Q1,S08000015,,S08000017,Breast,,1,,1,
2019Q1,S08000015,,S08000017,All Cancer Types,d,1,,1,
2019Q1,S08000015,,S08000031,Breast,,2,,0,
2019Q1,S08000015,,S08000031,Cervical,,2,,2,
2019Q1,S08000015,,S08000031,Head & Neck,,7,,1,
2019Q1,S08000015,,S08000031,Lung,,6,,5,
2019Q1,S08000015,,S08000031,Ovarian,,2,,2,
2019Q1,S08000015,,S08000031,Upper GI,,5,,2,
2019Q1,S08000015,,S08000031,Urological,,4,,4,
2019Q1,S08000015,,S08000031,All Cancer Types,d,28,,16,
2019Q1,S08000015,,SB0801,Lung,,2,,2,
2019Q1,S08000015,,SB0801,All Cancer Types,d,2,,2,
2019Q1,S08000016,,S08000016,Breast,,6,,6,
2019Q1,S08000016,,S08000016,Cervical,,1,,1,
2019Q1,S08000016,,S08000016,Colorectal,,22,,14,
2019Q1,S08000016,,S08000016,Head & Neck,,3,,3,
2019Q1,S08000016,,S08000016,Lung,,12,,12,
2019Q1,S08000016,,S08000016,Lymphoma,,5,,5,
2019Q1,S08000016,,S08000016,Melanoma,,6,,6,
2019Q1,S08000016,,S08000016,Ovarian,,3,,3,
2019Q1,S08000016,,S08000016,Upper GI,,5,,5,
2019Q1,S08000016,,S08000016,Urological,,12,,11,
2019Q1,S08000016,,S08000016,All Cancer Types,d,75,,66,
2019Q1,S08000016,,S08000024,Colorectal,,1,,1,
2019Q1,S08000016,,S08000024,Lung,,5,,5,
2019Q1,S08000016,,S08000024,Upper GI,,1,,1,
2019Q1,S08000016,,S08000024,Urological,,3,,2,
2019Q1,S08000016,,S08000024,All Cancer Types,d,10,,9,
2019Q1,S08000017,,S08000017,Breast,,13,,13,
2019Q1,S08000017,,S08000017,Colorectal,,11,,9,
2019Q1,S08000017,,S08000017,Head & Neck,,1,,1,
2019Q1,S08000017,,S08000017,Lung,,30,,30,
2019Q1,S08000017,,S08000017,Lymphoma,,2,,2,
2019Q1,S08000017,,S08000017,Melanoma,,4,,4,
2019Q1,S08000017,,S08000017,Ovarian,,1,,1,
2019Q1,S08000017,,S08000017,Upper GI,,11,,11,
2019Q1,S08000017,,S08000017,Urological,,18,,16,
2019Q1,S08000017,,S08000017,All Cancer Types,d,91,,87,
2019Q1,S08000017,,S08000024,Breast,,1,,1,
2019Q1,S08000017,,S08000024,Cervical,,1,,1,
2019Q1,S08000017,,S08000024,Colorectal,,1,,0,
2019Q1,S08000017,,S08000024,Lung,,1,,1,
2019Q1,S08000017,,S08000024,Upper GI,,2,,1,
2019Q1,S08000017,,S08000024,Urological,,3,,2,
2019Q1,S08000017,,S08000024,All Cancer Types,d,9,,6,
2019Q1,S08000017,,S08000031,Lymphoma,,1,,1,
2019Q1,S08000017,,S08000031,All Cancer Types,d,1,,1,
2019Q1,S08000017,,SB0801,Lung,,2,,1,
2019Q1,S08000017,,SB0801,All Cancer Types,d,2,,1,
2019Q1,S08000019,,S08000019,Breast,,29,,28,
2019Q1,S08000019,,S08000019,Cervical,,1,,1,
2019Q1,S08000019,,S08000019,Colorectal,,34,,23,
2019Q1,S08000019,,S08000019,Head & Neck,,2,,2,
2019Q1,S08000019,,S08000019,Lung,,21,,20,
2019Q1,S08000019,,S08000019,Lymphoma,,8,,8,
2019Q1,S08000019,,S08000019,Melanoma,,15,,11,
2019Q1,S08000019,,S08000019,Ovarian,,1,,1,
2019Q1,S08000019,,S08000019,Upper GI,,27,,26,
2019Q1,S08000019,,S08000019,Urological,,52,,48,
2019Q1,S08000019,,S08000019,All Cancer Types,d,190,,168,
2019Q1,S08000019,,S08000024,Upper GI,,1,,1,
2019Q1,S08000019,,S08000024,All Cancer Types,d,1,,1,
2019Q1,S08000019,,S08000031,Cervical,,1,,1,
2019Q1,S08000019,,S08000031,Colorectal,,1,,1,
2019Q1,S08000019,,S08000031,Head & Neck,,6,,3,
2019Q1,S08000019,,S08000031,Lung,,5,,5,
2019Q1,S08000019,,S08000031,Ovarian,,4,,4,
2019Q1,S08000019,,S08000031,Upper GI,,3,,2,
2019Q1,S08000019,,S08000031,Urological,,4,,0,
2019Q1,S08000019,,S08000031,All Cancer Types,d,24,,16,
2019Q1,S08000019,,S08000032,Breast,,1,,1,
2019Q1,S08000019,,S08000032,Head & Neck,,1,,1,
2019Q1,S08000019,,S08000032,All Cancer Types,d,2,,2,
2019Q1,S08000019,,SB0801,Lung,,3,,2,
2019Q1,S08000019,,SB0801,All Cancer Types,d,3,,2,
2019Q1,S08000020,,S08000020,Breast,,70,,61,
2019Q1,S08000020,,S08000020,Cervical,,5,,4,
2019Q1,S08000020,,S08000020,Colorectal,,70,,40,
2019Q1,S08000020,,S08000020,Head & Neck,,15,,14,
2019Q1,S08000020,,S08000020,Lung,,59,,48,
2019Q1,S08000020,,S08000020,Lymphoma,,7,,5,
2019Q1,S08000020,,S08000020,Melanoma,,11,,8,
2019Q1,S08000020,,S08000020,Ovarian,,4,,3,
2019Q1,S08000020,,S08000020,Upper GI,,49,,48,
2019Q1,S08000020,,S08000020,Urological,,76,,49,
2019Q1,S08000020,,S08000020,All Cancer Types,d,366,,280,
2019Q1,S08000020,,S08000024,Urological,,1,,1,
2019Q1,S08000020,,S08000024,All Cancer Types,d,1,,1,
2019Q1,S08000020,,S08000025,Urological,,1,,0,
2019Q1,S08000020,,S08000025,All Cancer Types,d,1,,0,
2019Q1,S08000022,,S08000020,Lung,,2,,2,
2019Q1,S08000022,,S08000020,Ovarian,,1,,0,
2019Q1,S08000022,,S08000020,All Cancer Types,d,3,,2,
2019Q1,S08000022,,S08000022,Breast,,62,,60,
2019Q1,S08000022,,S08000022,Cervical,,3,,3,
2019Q1,S08000022,,S08000022,Colorectal,,36,,23,
2019Q1,S08000022,,S08000022,Head & Neck,,3,,2,
2019Q1,S08000022,,S08000022,Lung,,25,,25,
2019Q1,S08000022,,S08000022,Lymphoma,,12,,9,
2019Q1,S08000022,,S08000022,Melanoma,,6,,5,
2019Q1,S08000022,,S08000022,Ovarian,,1,,0,
2019Q1,S08000022,,S08000022,Upper GI,,19,,19,
2019Q1,S08000022,,S08000022,Urological,,47,,14,
2019Q1,S08000022,,S08000022,All Cancer Types,d,214,,160,
2019Q1,S08000022,,S08000024,Urological,,1,,0,
2019Q1,S08000022,,S08000024,All Cancer Types,d,1,,0,
2019Q1,S08000022,,S08000030,Head & Neck,,3,,3,
2019Q1,S08000022,,S08000030,All Cancer Types,d,3,,3,
2019Q1,S08000022,,S08000031,Upper GI,,1,,1,
2019Q1,S08000022,,S08000031,All Cancer Types,d,1,,1,
2019Q1,S08000024,,S08000019,Breast,,2,,2,
2019Q1,S08000024,,S08000019,All Cancer Types,d,2,,2,
2019Q1,S08000024,,S08000024,Breast,,167,,161,
2019Q1,S08000024,,S08000024,Cervical,,8,,8,
2019Q1,S08000024,,S08000024,Colorectal,,71,,34,
2019Q1,S08000024,,S08000024,Head & Neck,,30,,29,
2019Q1,S08000024,,S08000024,Lung,,41,,40,
2019Q1,S08000024,,S08000024,Lymphoma,,14,,12,
2019Q1,S08000024,,S08000024,Melanoma,,22,,13,
2019Q1,S08000024,,S08000024,Ovarian,,7,,7,
2019Q1,S08000024,,S08000024,Upper GI,,54,,51,
2019Q1,S08000024,,S08000024,Urological,,112,,63,
2019Q1,S08000024,,S08000024,All Cancer Types,d,526,,418,
2019Q1,S08000024,,S08000031,Urological,,1,,0,
2019Q1,S08000024,,S08000031,All Cancer Types,d,1,,0,
2019Q1,S08000025,,S08000020,Upper GI,,1,,1,
2019Q1,S08000025,,S08000020,Urological,,1,,1,
2019Q1,S08000025,,S08000020,All Cancer Types,d,2,,2,
2019Q1,S08000025,,S08000025,Colorectal,,2,,2,
2019Q1,S08000025,,S08000025,Lung,,1,,1,
2019Q1,S08000025,,S08000025,Melanoma,,1,,1,
2019Q1,S08000025,,S08000025,Ovarian,,2,,2,
2019Q1,S08000025,,S08000025,All Cancer Types,d,6,,6,
2019Q1,S08000026,,S08000020,Head & Neck,,1,,1,
2019Q1,S08000026,,S08000020,Lymphoma,,1,,1,
2019Q1,S08000026,,S08000020,Urological,,1,,1,
2019Q1,S08000026,,S08000020,All Cancer Types,d,3,,3,
2019Q1,S08000026,,S08000026,Breast,,1,,1,
2019Q1,S08000026,,S08000026,Cervical,,1,,1,
2019Q1,S08000026,,S08000026,Colorectal,,2,,2,
2019Q1,S08000026,,S08000026,Ovarian,,1,,1,
2019Q1,S08000026,,S08000026,Urological,,2,,2,
2019Q1,S08000026,,S08000026,All Cancer Types,d,7,,7,
2019Q1,S08000028,,S08000022,Colorectal,,1,,0,
2019Q1,S08000028,,S08000022,Lymphoma,,2,,1,
2019Q1,S08000028,,S08000022,Upper GI,,1,,1,
2019Q1,S08000028,,S08000022,Urological,,2,,1,
2019Q1,S08000028,,S08000022,All Cancer Types,d,6,,3,
2019Q1,S08000028,,S08000028,Colorectal,,4,,3,
2019Q1,S08000028,,S08000028,Lung,,1,,1,
2019Q1,S08000028,,S08000028,Melanoma,,1,,1,
2019Q1,S08000028,,S08000028,Upper GI,,3,,2,
2019Q1,S08000028,,S08000028,Urological,,2,,2,
2019Q1,S08000028,,S08000028,All Cancer Types,d,11,,9,
2019Q1,S08000028,,S08000031,Colorectal,,1,,1,
2019Q1,S08000028,,S08000031,Ovarian,,1,,1,
2019Q1,S08000028,,S08000031,Upper GI,,1,,1,
2019Q1,S08000028,,S08000031,All Cancer Types,d,3,,3,
2019Q1,S08000029,,S08000024,Breast,,3,,3,
2019Q1,S08000029,,S08000024,Cervical,,1,,0,
2019Q1,S08000029,,S08000024,Colorectal,,4,,3,
2019Q1,S08000029,,S08000024,Head & Neck,,2,,2,
2019Q1,S08000029,,S08000024,Lung,,15,,14,
2019Q1,S08000029,,S08000024,Upper GI,,6,,3,
2019Q1,S08000029,,S08000024,Urological,,6,,0,
2019Q1,S08000029,,S08000024,All Cancer Types,d,37,,25,
2019Q1,S08000029,,S08000029,Breast,,38,,34,
2019Q1,S08000029,,S08000029,Colorectal,,40,,40,
2019Q1,S08000029,,S08000029,Head & Neck,,1,,1,
2019Q1,S08000029,,S08000029,Lung,,35,,34,
2019Q1,S08000029,,S08000029,Lymphoma,,4,,3,
2019Q1,S08000029,,S08000029,Melanoma,,8,,8,
2019Q1,S08000029,,S08000029,Ovarian,,3,,3,
2019Q1,S08000029,,S08000029,Upper GI,,23,,21,
2019Q1,S08000029,,S08000029,Urological,,50,,35,
2019Q1,S08000029,,S08000029,All Cancer Types,d,202,,179,
2019Q1,S08000029,,S08000030,Head & Neck,,3,,1,
2019Q1,S08000029,,S08000030,Lung,,1,,1,
2019Q1,S08000029,,S08000030,All Cancer Types,d,4,,2,
2019Q1,S08000030,,S08000024,Lung,,3,,1,
2019Q1,S08000030,,S08000024,All Cancer Types,d,3,,1,
2019Q1,S08000030,,S08000030,Breast,,78,,73,
2019Q1,S08000030,,S08000030,Colorectal,,36,,29,
2019Q1,S08000030,,S08000030,Head & Neck,,3,,3,
2019Q1,S08000030,,S08000030,Lung,,43,,36,
2019Q1,S08000030,,S08000030,Melanoma,,7,,6,
2019Q1,S08000030,,S08000030,Ovarian,,9,,9,
2019Q1,S08000030,,S08000030,Upper GI,,19,,19,
2019Q1,S08000030,,S08000030,Urological,,35,,30,
2019Q1,S08000030,,S08000030,All Cancer Types,d,230,,205,
2019Q1,S08000031,,S08000019,Urological,,1,,0,
2019Q1,S08000031,,S08000019,All Cancer Types,d,1,,0,
2019Q1,S08000031,,S08000024,Colorectal,,1,,0,
2019Q1,S08000031,,S08000024,Upper GI,,1,,0,
2019Q1,S08000031,,S08000024,All Cancer Types,d,2,,0,
2019Q1,S08000031,,S08000031,Breast,,296,,237,
2019Q1,S08000031,,S08000031,Cervical,,11,,11,
2019Q1,S08000031,,S08000031,Colorectal,,151,,85,
2019Q1,S08000031,,S08000031,Head & Neck,,34,,28,
2019Q1,S08000031,,S08000031,Lung,,123,,113,
2019Q1,S08000031,,S08000031,Lymphoma,,29,,29,
2019Q1,S08000031,,S08000031,Melanoma,,41,,40,
2019Q1,S08000031,,S08000031,Ovarian,,24,,24,
2019Q1,S08000031,,S08000031,Upper GI,,101,,86,
2019Q1,S08000031,,S08000031,Urological,,194,,107,
2019Q1,S08000031,,S08000031,All Cancer Types,d,1004,,760,
2019Q1,S08000031,,S08000032,Breast,,38,,35,
2019Q1,S08000031,,S08000032,All Cancer Types,d,38,,35,
2019Q1,S08000031,,SB0801,Lung,,22,,14,
2019Q1,S08000031,,SB0801,All Cancer Types,d,22,,14,
2019Q1,S08000032,,S08000031,Breast,,3,,3,
2019Q1,S08000032,,S08000031,Cervical,,3,,1,
2019Q1,S08000032,,S08000031,Colorectal,,2,,2,
2019Q1,S08000032,,S08000031,Head & Neck,,8,,7,
2019Q1,S08000032,,S08000031,Lung,,4,,4,
2019Q1,S08000032,,S08000031,Ovarian,,8,,6,
2019Q1,S08000032,,S08000031,Upper GI,,12,,8,
2019Q1,S08000032,,S08000031,Urological,,9,,7,
2019Q1,S08000032,,S08000031,All Cancer Types,d,49,,38,
2019Q1,S08000032,,S08000032,Breast,,55,,55,
2019Q1,S08000032,,S08000032,Colorectal,,55,,54,
2019Q1,S08000032,,S08000032,Head & Neck,,6,,6,
2019Q1,S08000032,,S08000032,Lung,,50,,50,
2019Q1,S08000032,,S08000032,Lymphoma,,11,,11,
2019Q1,S08000032,,S08000032,Melanoma,,24,,24,
2019Q1,S08000032,,S08000032,Ovarian,,1,,1,
2019Q1,S08000032,,S08000032,Upper GI,,26,,26,
2019Q1,S08000032,,S08000032,Urological,,44,,44,
2019Q1,S08000032,,S08000032,All Cancer Types,d,272,,271,
2019Q1,S08000032,,SB0801,Lung,,6,,6,
2019Q1,S08000032,,SB0801,All Cancer Types,d,6,,6,
2019Q1,S92000003,d,S08000015,Breast,,76,,58,
2019Q1,S92000003,d,S08000015,Cervical,,2,,2,
2019Q1,S92000003,d,S08000015,Colorectal,,33,,20,
2019Q1,S92000003,d,S08000015,Head & Neck,,5,,5,
2019Q1,S92000003,d,S08000015,Lung,,40,,40,
2019Q1,S92000003,d,S08000015,Lymphoma,,3,,3,
2019Q1,S92000003,d,S08000015,Melanoma,,5,,5,
2019Q1,S92000003,d,S08000015,Ovarian,,5,,5,
2019Q1,S92000003,d,S08000015,Upper GI,,20,,18,
2019Q1,S92000003,d,S08000015,Urological,,44,,41,
2019Q1,S92000003,d,S08000015,All Cancer Types,d,233,,197,
2019Q1,S92000003,d,S08000016,Breast,,6,,6,
2019Q1,S92000003,d,S08000016,Cervical,,1,,1,
2019Q1,S92000003,d,S08000016,Colorectal,,22,,14,
2019Q1,S92000003,d,S08000016,Head & Neck,,3,,3,
2019Q1,S92000003,d,S08000016,Lung,,12,,12,
2019Q1,S92000003,d,S08000016,Lymphoma,,5,,5,
2019Q1,S92000003,d,S08000016,Melanoma,,6,,6,
2019Q1,S92000003,d,S08000016,Ovarian,,3,,3,
2019Q1,S92000003,d,S08000016,Upper GI,,5,,5,
2019Q1,S92000003,d,S08000016,Urological,,12,,11,
2019Q1,S92000003,d,S08000016,All Cancer Types,d,75,,66,
2019Q1,S92000003,d,S08000017,Breast,,14,,14,
2019Q1,S92000003,d,S08000017,Colorectal,,11,,9,
2019Q1,S92000003,d,S08000017,Head & Neck,,1,,1,
2019Q1,S92000003,d,S08000017,Lung,,30,,30,
2019Q1,S92000003,d,S08000017,Lymphoma,,2,,2,
2019Q1,S92000003,d,S08000017,Melanoma,,4,,4,
2019Q1,S92000003,d,S08000017,Ovarian,,1,,1,
2019Q1,S92000003,d,S08000017,Upper GI,,11,,11,
2019Q1,S92000003,d,S08000017,Urological,,18,,16,
2019Q1,S92000003,d,S08000017,All Cancer Types,d,92,,88,
2019Q1,S92000003,d,S08000019,Breast,,31,,30,
2019Q1,S92000003,d,S08000019,Cervical,,1,,1,
2019Q1,S92000003,d,S08000019,Colorectal,,34,,23,
2019Q1,S92000003,d,S08000019,Head & Neck,,2,,2,
2019Q1,S92000003,d,S08000019,Lung,,21,,20,
2019Q1,S92000003,d,S08000019,Lymphoma,,8,,8,
2019Q1,S92000003,d,S08000019,Melanoma,,15,,11,
2019Q1,S92000003,d,S08000019,Ovarian,,1,,1,
2019Q1,S92000003,d,S08000019,Upper GI,,27,,26,
2019Q1,S92000003,d,S08000019,Urological,,53,,48,
2019Q1,S92000003,d,S08000019,All Cancer Types,d,193,,170,
2019Q1,S92000003,d,S08000020,Breast,,70,,61,
2019Q1,S92000003,d,S08000020,Cervical,,5,,4,
2019Q1,S92000003,d,S08000020,Colorectal,,70,,40,
2019Q1,S92000003,d,S08000020,Head & Neck,,16,,15,
2019Q1,S92000003,d,S08000020,Lung,,61,,50,
2019Q1,S92000003,d,S08000020,Lymphoma,,8,,6,
2019Q1,S92000003,d,S08000020,Melanoma,,11,,8,
2019Q1,S92000003,d,S08000020,Ovarian,,5,,3,
2019Q1,S92000003,d,S08000020,Upper GI,,50,,49,
2019Q1,S92000003,d,S08000020,Urological,,78,,51,
2019Q1,S92000003,d,S08000020,All Cancer Types,d,374,,287,
2019Q1,S92000003,d,S08000022,Breast,,62,,60,
2019Q1,S92000003,d,S08000022,Cervical,,3,,3,
2019Q1,S92000003,d,S08000022,Colorectal,,37,,23,
2019Q1,S92000003,d,S08000022,Head & Neck,,3,,2,
2019Q1,S92000003,d,S08000022,Lung,,25,,25,
2019Q1,S92000003,d,S08000022,Lymphoma,,14,,10,
2019Q1,S92000003,d,S08000022,Melanoma,,6,,5,
2019Q1,S92000003,d,S08000022,Ovarian,,1,,0,
2019Q1,S92000003,d,S08000022,Upper GI,,20,,20,
2019Q1,S92000003,d,S08000022,Urological,,49,,15,
2019Q1,S92000003,d,S08000022,All Cancer Types,d,220,,163,
2019Q1,S92000003,d,S08000024,Breast,,171,,165,
2019Q1,S92000003,d,S08000024,Cervical,,10,,9,
2019Q1,S92000003,d,S08000024,Colorectal,,78,,38,
2019Q1,S92000003,d,S08000024,Head & Neck,,32,,31,
2019Q1,S92000003,d,S08000024,Lung,,65,,61,
2019Q1,S92000003,d,S08000024,Lymphoma,,14,,12,
2019Q1,S92000003,d,S08000024,Melanoma,,22,,13,
2019Q1,S92000003,d,S08000024,Ovarian,,7,,7,
2019Q1,S92000003,d,S08000024,Upper GI,,65,,57,
2019Q1,S92000003,d,S08000024,Urological,,126,,68,
2019Q1,S92000003,d,S08000024,All Cancer Types,d,590,,461,
2019Q1,S92000003,d,S08000025,Colorectal,,2,,2,
2019Q1,S92000003,d,S08000025,Lung,,1,,1,
2019Q1,S92000003,d,S08000025,Melanoma,,1,,1,
2019Q1,S92000003,d,S08000025,Ovarian,,2,,2,
2019Q1,S92000003,d,S08000025,Urological,,1,,0,
2019Q1,S92000003,d,S08000025,All Cancer Types,d,7,,6,
2019Q1,S92000003,d,S08000026,Breast,,1,,1,
2019Q1,S92000003,d,S08000026,Cervical,,1,,1,
2019Q1,S92000003,d,S08000026,Colorectal,,2,,2,
2019Q1,S92000003,d,S08000026,Ovarian,,1,,1,
2019Q1,S92000003,d,S08000026,Urological,,2,,2,
2019Q1,S92000003,d,S08000026,All Cancer Types,d,7,,7,
2019Q1,S92000003,d,S08000028,Colorectal,,4,,3,
2019Q1,S92000003,d,S08000028,Lung,,1,,1,
2019Q1,S92000003,d,S08000028,Melanoma,,1,,1,
2019Q1,S92000003,d,S08000028,Upper GI,,3,,2,
2019Q1,S92000003,d,S08000028,Urological,,2,,2,
2019Q1,S92000003,d,S08000028,All Cancer Types,d,11,,9,
2019Q1,S92000003,d,S08000029,Breast,,38,,34,
2019Q1,S92000003,d,S08000029,Colorectal,,40,,40,
2019Q1,S92000003,d,S08000029,Head & Neck,,1,,1,
2019Q1,S92000003,d,S08000029,Lung,,35,,34,
2019Q1,S92000003,d,S08000029,Lymphoma,,4,,3,
2019Q1,S92000003,d,S08000029,Melanoma,,8,,8,
2019Q1,S92000003,d,S08000029,Ovarian,,3,,3,
2019Q1,S92000003,d,S08000029,Upper GI,,23,,21,
2019Q1,S92000003,d,S08000029,Urological,,50,,35,
2019Q1,S92000003,d,S08000029,All Cancer Types,d,202,,179,
2019Q1,S92000003,d,S08000030,Breast,,78,,73,
2019Q1,S92000003,d,S08000030,Colorectal,,36,,29,
2019Q1,S92000003,d,S08000030,Head & Neck,,9,,7,
2019Q1,S92000003,d,S08000030,Lung,,44,,37,
2019Q1,S92000003,d,S08000030,Melanoma,,7,,6,
2019Q1,S92000003,d,S08000030,Ovarian,,9,,9,
2019Q1,S92000003,d,S08000030,Upper GI,,19,,19,
2019Q1,S92000003,d,S08000030,Urological,,35,,30,
2019Q1,S92000003,d,S08000030,All Cancer Types,d,237,,210,
2019Q1,S92000003,d,S08000031,Breast,,301,,240,
2019Q1,S92000003,d,S08000031,Cervical,,17,,15,
2019Q1,S92000003,d,S08000031,Colorectal,,155,,89,
2019Q1,S92000003,d,S08000031,Head & Neck,,55,,39,
2019Q1,S92000003,d,S08000031,Lung,,138,,127,
2019Q1,S92000003,d,S08000031,Lymphoma,,30,,30,
2019Q1,S92000003,d,S08000031,Melanoma,,41,,40,
2019Q1,S92000003,d,S08000031,Ovarian,,39,,37,
2019Q1,S92000003,d,S08000031,Upper GI,,123,,100,
2019Q1,S92000003,d,S08000031,Urological,,212,,118,
2019Q1,S92000003,d,S08000031,All Cancer Types,d,1111,,835,
2019Q1,S92000003,d,S08000032,Breast,,94,,91,
2019Q1,S92000003,d,S08000032,Colorectal,,55,,54,
2019Q1,S92000003,d,S08000032,Head & Neck,,7,,7,
2019Q1,S92000003,d,S08000032,Lung,,50,,50,
2019Q1,S92000003,d,S08000032,Lymphoma,,11,,11,
2019Q1,S92000003,d,S08000032,Melanoma,,24,,24,
2019Q1,S92000003,d,S08000032,Ovarian,,1,,1,
2019Q1,S92000003,d,S08000032,Upper GI,,26,,26,
2019Q1,S92000003,d,S08000032,Urological,,44,,44,
2019Q1,S92000003,d,S08000032,All Cancer Types,d,312,,308,
2019Q1,S92000003,d,SB0801,Lung,,35,,25,
2019Q1,S92000003,d,SB0801,All Cancer Types,d,35,,25,
2019Q2,S08000015,,S08000015,Breast,,84,,65,
2019Q2,S08000015,,S08000015,Cervical,,1,,1,
2019Q2,S08000015,,S08000015,Colorectal,,43,,26,
2019Q2,S08000015,,S08000015,Head & Neck,,4,,3,
2019Q2,S08000015,,S08000015,Lung,,34,,32,
2019Q2,S08000015,,S08000015,Lymphoma,,3,,3,
2019Q2,S08000015,,S08000015,Melanoma,,14,,12,
2019Q2,S08000015,,S08000015,Ovarian,,5,,5,
2019Q2,S08000015,,S08000015,Upper GI,,21,,18,
2019Q2,S08000015,,S08000015,Urological,,53,,53,
2019Q2,S08000015,,S08000015,All Cancer Types,d,262,,218,
2019Q2,S08000015,,S08000017,Breast,,5,,5,
2019Q2,S08000015,,S08000017,All Cancer Types,d,5,,5,
2019Q2,S08000015,,S08000031,Breast,,1,,1,
2019Q2,S08000015,,S08000031,Cervical,,1,,0,
2019Q2,S08000015,,S08000031,Colorectal,,1,,0,
2019Q2,S08000015,,S08000031,Head & Neck,,5,,1,
2019Q2,S08000015,,S08000031,Lung,,8,,7,
2019Q2,S08000015,,S08000031,Lymphoma,,1,,1,
2019Q2,S08000015,,S08000031,Melanoma,,1,,1,
2019Q2,S08000015,,S08000031,Ovarian,,5,,4,
2019Q2,S08000015,,S08000031,Upper GI,,8,,5,
2019Q2,S08000015,,S08000031,Urological,,6,,6,
2019Q2,S08000015,,S08000031,All Cancer Types,d,37,,26,
2019Q2,S08000015,,SB0801,Lung,,4,,4,
2019Q2,S08000015,,SB0801,All Cancer Types,d,4,,4,
2019Q2,S08000016,,S08000016,Breast,,11,,11,
2019Q2,S08000016,,S08000016,Cervical,,3,,3,
2019Q2,S08000016,,S08000016,Colorectal,,14,,13,
2019Q2,S08000016,,S08000016,Head & Neck,,2,,2,
2019Q2,S08000016,,S08000016,Lung,,8,,8,
2019Q2,S08000016,,S08000016,Lymphoma,,4,,4,
2019Q2,S08000016,,S08000016,Melanoma,,3,,3,
2019Q2,S08000016,,S08000016,Ovarian,,2,,2,
2019Q2,S08000016,,S08000016,Upper GI,,13,,13,
2019Q2,S08000016,,S08000016,Urological,,7,,7,
2019Q2,S08000016,,S08000016,All Cancer Types,d,67,,66,
2019Q2,S08000016,,S08000024,Colorectal,,1,,1,
2019Q2,S08000016,,S08000024,Head & Neck,,3,,3,
2019Q2,S08000016,,S08000024,Lung,,5,,5,
2019Q2,S08000016,,S08000024,Ovarian,,1,,1,
2019Q2,S08000016,,S08000024,Upper GI,,3,,3,
2019Q2,S08000016,,S08000024,Urological,,1,,0,
2019Q2,S08000016,,S08000024,All Cancer Types,d,14,,13,
2019Q2,S08000017,,S08000017,Breast,,12,,12,
2019Q2,S08000017,,S08000017,Cervical,,3,,3,
2019Q2,S08000017,,S08000017,Colorectal,,22,,20,
2019Q2,S08000017,,S08000017,Head & Neck,,3,,3,
2019Q2,S08000017,,S08000017,Lung,,11,,10,
2019Q2,S08000017,,S08000017,Lymphoma,,7,,7,
2019Q2,S08000017,,S08000017,Melanoma,,2,,2,
2019Q2,S08000017,,S08000017,Ovarian,,6,,6,
2019Q2,S08000017,,S08000017,Upper GI,,14,,14,
2019Q2,S08000017,,S08000017,Urological,,11,,8,
2019Q2,S08000017,,S08000017,All Cancer Types,d,91,,85,
2019Q2,S08000017,,S08000024,Cervical,,1,,0,
2019Q2,S08000017,,S08000024,Lung,,4,,4,
2019Q2,S08000017,,S08000024,Ovarian,,2,,1,
2019Q2,S08000017,,S08000024,Upper GI,,2,,2,
2019Q2,S08000017,,S08000024,Urological,,4,,1,
2019Q2,S08000017,,S08000024,All Cancer Types,d,13,,8,
2019Q2,S08000017,,S08000031,Head & Neck,,1,,1,
2019Q2,S08000017,,S08000031,All Cancer Types,d,1,,1,
2019Q2,S08000019,,S08000019,Breast,,44,,44,
2019Q2,S08000019,,S08000019,Cervical,,2,,2,
2019Q2,S08000019,,S08000019,Colorectal,,35,,22,
2019Q2,S08000019,,S08000019,Head & Neck,,3,,3,
2019Q2,S08000019,,S08000019,Lung,,36,,34,
2019Q2,S08000019,,S08000019,Lymphoma,,3,,3,
2019Q2,S08000019,,S08000019,Melanoma,,9,,8,
2019Q2,S08000019,,S08000019,Upper GI,,17,,16,
2019Q2,S08000019,,S08000019,Urological,,50,,39,
2019Q2,S08000019,,S08000019,All Cancer Types,d,199,,171,
2019Q2,S08000019,,S08000024,Upper GI,,3,,3,
2019Q2,S08000019,,S08000024,All Cancer Types,d,3,,3,
2019Q2,S08000019,,S08000031,Breast,,2,,2,
2019Q2,S08000019,,S08000031,Cervical,,1,,0,
2019Q2,S08000019,,S08000031,Head & Neck,,4,,4,
2019Q2,S08000019,,S08000031,Lung,,5,,3,
2019Q2,S08000019,,S08000031,Lymphoma,,1,,1,
