"MonthEnding","HBT","DiagnosticTestType","DiagnosticTestDescription","NumberOnList","NumberOnListQF","NumberWaitingOverFourWeeks","NumberWaitingOverFourWeeksQF","NumberWaitingOverSixWeeks","NumberWaitingOverSixWeeksQF"
"20131031","S08000031","Imaging","Magnetic Resonance Imaging",1361,"",0,"",0,""
"20131130","S08000031","Imaging","Magnetic Resonance Imaging",1520,"",0,"",0,""
"20131231","S08000031","Imaging","Magnetic Resonance Imaging",1456,"",0,"",0,""
"20140131","S08000031","Imaging","Magnetic Resonance Imaging",2007,"",0,"",0,""
"20140228","S08000031","Imaging","Magnetic Resonance Imaging",1945,"",0,"",0,""
"20140331","S08000031","Imaging","Magnetic Resonance Imaging",1931,"",0,"",0,""
"20140430","S08000031","Imaging","Magnetic Resonance Imaging",1940,"",0,"",0,""
"20140531","S08000031","Imaging","Magnetic Resonance Imaging",1948,"",0,"",0,""
"20140630","S08000031","Imaging","Magnetic Resonance Imaging",2255,"",0,"",0,""
"20140731","S08000031","Imaging","Magnetic Resonance Imaging",2185,"",0,"",0,""
"20140831","S08000031","Imaging","Magnetic Resonance Imaging",2216,"",0,"",0,""
"20140930","S08000031","Imaging","Magnetic Resonance Imaging",2003,"",0,"",0,""
"20141031","S08000031","Imaging","Magnetic Resonance Imaging",2005,"",0,"",0,""
"20141130","S08000031","Imaging","Magnetic Resonance Imaging",2221,"",0,"",0,""
"20141231","S08000031","Imaging","Magnetic Resonance Imaging",1586,"",0,"",0,""
"20150131","S08000031","Imaging","Magnetic Resonance Imaging",2474,"",0,"",0,""
"20150228","S08000031","Imaging","Magnetic Resonance Imaging",2409,"",4,"",0,""
"20150331","S08000031","Imaging","Magnetic Resonance Imaging",2113,"",2,"",0,""
"20150430","S08000031","Imaging","Magnetic Resonance Imaging",2050,"",17,"",0,""
"20150531","S08000031","Imaging","Magnetic Resonance Imaging",1941,"",0,"",0,""
"20150630","S08000031","Imaging","Magnetic Resonance Imaging",1850,"",0,"",0,""
"20150731","S08000031","Imaging","Magnetic Resonance Imaging",1512,"",0,"",0,""
"20150831","S08000031","Imaging","Magnetic Resonance Imaging",1860,"",0,"",0,""
"20150930","S08000031","Imaging","Magnetic Resonance Imaging",1839,"",0,"",0,""
"20151031","S08000031","Imaging","Magnetic Resonance Imaging",1839,"",0,"",0,""
"20151130","S08000031","Imaging","Magnetic Resonance Imaging",1862,"",0,"",0,""
"20151231","S08000031","Imaging","Magnetic Resonance Imaging",1595,"",0,"",0,""
"20160131","S08000031","Imaging","Magnetic Resonance Imaging",2089,"",0,"",0,""
"20160229","S08000031","Imaging","Magnetic Resonance Imaging",2332,"",0,"",0,""
"20160331","S08000031","Imaging","Magnetic Resonance Imaging",2376,"",0,"",0,""
"20160430","S08000031","Imaging","Magnetic Resonance Imaging",2148,"",3,"",0,""
"20160531","S08000031","Imaging","Magnetic Resonance Imaging",2504,"",3,"",0,""
"20160630","S08000031","Imaging","Magnetic Resonance Imaging",2522,"",20,"",0,""
"20160731","S08000031","Imaging","Magnetic Resonance Imaging",2248,"",131,"",0,""
"20160831","S08000031","Imaging","Magnetic Resonance Imaging",2714,"",122,"",0,""
"20160930","S08000031","Imaging","Magnetic Resonance Imaging",3193,"",201,"",0,""
"20161031","S08000031","Imaging","Magnetic Resonance Imaging",3250,"",240,"",0,""
"20161130","S08000031","Imaging","Magnetic Resonance Imaging",3479,"",437,"",0,""
"20161231","S08000031","Imaging","Magnetic Resonance Imaging",3425,"",464,"",0,""
"20170131","S08000031","Imaging","Magnetic Resonance Imaging",3811,"",478,"",0,""
"20170228","S08000031","Imaging","Magnetic Resonance Imaging",4204,"",766,"",0,""
"20170331","S08000031","Imaging","Magnetic Resonance Imaging",4265,"",766,"",0,""
"20170430","S08000031","Imaging","Magnetic Resonance Imaging",3822,"",743,"",0,""
"20170531","S08000031","Imaging","Magnetic Resonance Imaging",3977,"",907,"",365,""
"20170630","S08000031","Imaging","Magnetic Resonance Imaging",4426,"",993,"",377,""
"20170731","S08000031","Imaging","Magnetic Resonance Imaging",3349,"",618,"",67,""
"20170831","S08000031","Imaging","Magnetic Resonance Imaging",3749,"",714,"",125,""
"20170930","S08000031","Imaging","Magnetic Resonance Imaging",3719,"",586,"",41,""
"20171031","S08000031","Imaging","Magnetic Resonance Imaging",4078,"",1140,"",175,""
"20171130","S08000031","Imaging","Magnetic Resonance Imaging",3984,"",563,"",21,""
"20171231","S08000031","Imaging","Magnetic Resonance Imaging",4066,"",919,"",70,""
"20180131","S08000031","Imaging","Magnetic Resonance Imaging",3874,"",302,"",52,""
"20180228","S08000031","Imaging","Magnetic Resonance Imaging",4662,"",961,"",125,""
"20180331","S08000031","Imaging","Magnetic Resonance Imaging",5479,"",1526,"",336,""
"20180430","S08000031","Imaging","Magnetic Resonance Imaging",5215,"",1428,"",674,""
"20180531","S08000031","Imaging","Magnetic Resonance Imaging",4446,"",1024,"",146,""
"20180630","S08000031","Imaging","Magnetic Resonance Imaging",4467,"",1045,"",167,""
"20180731","S08000031","Imaging","Magnetic Resonance Imaging",4677,"",1594,"",663,""
"20180831","S08000031","Imaging","Magnetic Resonance Imaging",5067,"",1516,"",738,""
"20180930","S08000031","Imaging","Magnetic Resonance Imaging",4923,"",1427,"",431,""
"20181031","S08000031","Imaging","Magnetic Resonance Imaging",3680,"",1180,"",576,""
"20181130","S08000031","Imaging","Magnetic Resonance Imaging",5021,"",1253,"",286,""
"20181231","S08000031","Imaging","Magnetic Resonance Imaging",5119,"",1604,"",609,""
"20190131","S08000031","Imaging","Magnetic Resonance Imaging",4450,"",1423,"",731,""
"20190228","S08000031","Imaging","Magnetic Resonance Imaging",4438,"",1154,"",206,""
"20190331","S08000031","Imaging","Magnetic Resonance Imaging",4445,"",1059,"",256,""
"20190430","S08000031","Imaging","Magnetic Resonance Imaging",4409,"",1316,"",451,""
"20190531","S08000031","Imaging","Magnetic Resonance Imaging",4402,"",1259,"",544,""
"20190630","S08000031","Imaging","Magnetic Resonance Imaging",4649,"",1156,"",380,""
"20190731","S08000031","Imaging","Magnetic Resonance Imaging",4718,"",1821,"",1017,""
"20190831","S08000031","Imaging","Magnetic Resonance Imaging",4977,"",1808,"",1105,""
"20190930","S08000031","Imaging","Magnetic Resonance Imaging",5314,"",1914,"",1089,""
"20191031","S08000031","Imaging","Magnetic Resonance Imaging",5693,"",2248,"",1362,""
"20191130","S08000031","Imaging","Magnetic Resonance Imaging",6181,"",2365,"",1405,""
"20191231","S08000031","Imaging","Magnetic Resonance Imaging",5927,"",3003,"",1650,""
"20200131","S08000031","Imaging","Magnetic Resonance Imaging",5009,"",1178,"",761,""
"20200229","S08000031","Imaging","Magnetic Resonance Imaging",4077,"",696,"",52,""
"20200331","S08000031","Imaging","Magnetic Resonance Imaging",4747,"",4747,"",430,""
"20200430","S08000031","Imaging","Magnetic Resonance Imaging",5919,"",5919,"",4203,""
"20200531","S08000031","Imaging","Magnetic Resonance Imaging",4854,"",3610,"",3253,""
"20200630","S08000031","Imaging","Magnetic Resonance Imaging",5535,"",4115,"",3695,""
"20200731","S08000031","Imaging","Magnetic Resonance Imaging",5693,"",3837,"",3298,""
"20200831","S08000031","Imaging","Magnetic Resonance Imaging",4017,"",1592,"",1174,""
"20200930","S08000031","Imaging","Magnetic Resonance Imaging",4096,"",1402,"",623,""
"20201031","S08000031","Imaging","Magnetic Resonance Imaging",3792,"",1133,"",357,""
"20201130","S08000031","Imaging","Magnetic Resonance Imaging",3850,"",949,"",371,""
"20201231","S08000031","Imaging","Magnetic Resonance Imaging",3594,"",954,"",464,""
"20210131","S08000031","Imaging","Magnetic Resonance Imaging",3191,"",629,"",365,""
"20210228","S08000031","Imaging","Magnetic Resonance Imaging",3653,"",580,"",218,""
"20210331","S08000031","Imaging","Magnetic Resonance Imaging",4242,"",806,"",214,""
"20210430","S08000031","Imaging","Magnetic Resonance Imaging",4582,"",1285,"",416,""
"20210531","S08000031","Imaging","Magnetic Resonance Imaging",4756,"",1148,"",336,""
"20210630","S08000031","Imaging","Magnetic Resonance Imaging",5037,"",1344,"",386,""
"20210731","S08000031","Imaging","Magnetic Resonance Imaging",4789,"",1665,"",675,""
"20210831","S08000031","Imaging","Magnetic Resonance Imaging",4793,"",1403,"",472,""
"20210930","S08000031","Imaging","Magnetic Resonance Imaging",5515,"",1513,"",402,""
"20070930","S08000031","Imaging","Non-obstetric ultrasound",3239,"",873,"",228,""
"20071231","S08000031","Imaging","Non-obstetric ultrasound",3734,"",1040,"",260,""
"20080131","S08000031","Imaging","Non-obstetric ultrasound",3613,"",719,"",244,""
"20080229","S08000031","Imaging","Non-obstetric ultrasound",4617,"",653,"",256,""
"20080331","S08000031","Imaging","Non-obstetric ultrasound",4154,"",880,"",265,""
"20080430","S08000031","Imaging","Non-obstetric ultrasound",4135,"",778,"",363,""
"20080531","S08000031","Imaging","Non-obstetric ultrasound",4194,"",888,"",388,""
"20080630","S08000031","Imaging","Non-obstetric ultrasound",4553,"",961,"",418,""
"20080731","S08000031","Imaging","Non-obstetric ultrasound",4430,"",1062,"",458,""
"20080831","S08000031","Imaging","Non-obstetric ultrasound",4417,"",973,"",419,""
"20080930","S08000031","Imaging","Non-obstetric ultrasound",4640,"",1056,"",379,""
"20081031","S08000031","Imaging","Non-obstetric ultrasound",4552,"",722,"",190,""
"20081130","S08000031","Imaging","Non-obstetric ultrasound",4406,"",591,"",139,""
"20081231","S08000031","Imaging","Non-obstetric ultrasound",4103,"",317,"",0,""
"20090131","S08000031","Imaging","Non-obstetric ultrasound",3612,"",284,"",0,""
"20090228","S08000031","Imaging","Non-obstetric ultrasound",3713,"",276,"",0,""
"20090331","S08000031","Imaging","Non-obstetric ultrasound",4047,"",291,"",0,""
"20090430","S08000031","Imaging","Non-obstetric ultrasound",5192,"",338,"",0,""
"20090531","S08000031","Imaging","Non-obstetric ultrasound",4895,"",282,"",0,""
"20090630","S08000031","Imaging","Non-obstetric ultrasound",5104,"",404,"",0,""
"20090731","S08000031","Imaging","Non-obstetric ultrasound",5181,"",556,"",0,""
"20090831","S08000031","Imaging","Non-obstetric ultrasound",5504,"",589,"",0,""
"20090930","S08000031","Imaging","Non-obstetric ultrasound",5758,"",494,"",0,""
"20091031","S08000031","Imaging","Non-obstetric ultrasound",5884,"",508,"",0,""
"20091130","S08000031","Imaging","Non-obstetric ultrasound",5427,"",453,"",0,""
"20091231","S08000031","Imaging","Non-obstetric ultrasound",4067,"",406,"",0,""
"20100131","S08000031","Imaging","Non-obstetric ultrasound",3605,"",247,"",0,""
"20100228","S08000031","Imaging","Non-obstetric ultrasound",3295,"",71,"",0,""
"20100331","S08000031","Imaging","Non-obstetric ultrasound",2612,"",0,"",0,""
"20100430","S08000031","Imaging","Non-obstetric ultrasound",2421,"",0,"",0,""
"20100531","S08000031","Imaging","Non-obstetric ultrasound",2587,"",0,"",0,""
"20100630","S08000031","Imaging","Non-obstetric ultrasound",2340,"",0,"",0,""
"20100731","S08000031","Imaging","Non-obstetric ultrasound",2269,"",0,"",0,""
"20100831","S08000031","Imaging","Non-obstetric ultrasound",2376,"",0,"",0,""
"20100930","S08000031","Imaging","Non-obstetric ultrasound",2607,"",0,"",0,""
"20101031","S08000031","Imaging","Non-obstetric ultrasound",2615,"",0,"",0,""
"20101130","S08000031","Imaging","Non-obstetric ultrasound",2439,"",0,"",0,""
"20101231","S08000031","Imaging","Non-obstetric ultrasound",2276,"",0,"",0,""
"20110131","S08000031","Imaging","Non-obstetric ultrasound",2496,"",0,"",0,""
"20110228","S08000031","Imaging","Non-obstetric ultrasound",2351,"",0,"",0,""
"20110331","S08000031","Imaging","Non-obstetric ultrasound",2449,"",0,"",0,""
"20110430","S08000031","Imaging","Non-obstetric ultrasound",2527,"",0,"",0,""
"20110531","S08000031","Imaging","Non-obstetric ultrasound",2533,"",0,"",0,""
"20110630","S08000031","Imaging","Non-obstetric ultrasound",2435,"",0,"",0,""
"20110731","S08000031","Imaging","Non-obstetric ultrasound",2194,"",0,"",0,""
"20110831","S08000031","Imaging","Non-obstetric ultrasound",2358,"",0,"",0,""
"20110930","S08000031","Imaging","Non-obstetric ultrasound",2400,"",0,"",0,""
"20111031","S08000031","Imaging","Non-obstetric ultrasound",2732,"",0,"",0,""
"20111130","S08000031","Imaging","Non-obstetric ultrasound",2928,"",0,"",0,""
"20111231","S08000031","Imaging","Non-obstetric ultrasound",2810,"",0,"",0,""
"20120131","S08000031","Imaging","Non-obstetric ultrasound",2902,"",0,"",0,""
"20120229","S08000031","Imaging","Non-obstetric ultrasound",3070,"",0,"",0,""
"20120331","S08000031","Imaging","Non-obstetric ultrasound",2841,"",0,"",0,""
"20120430","S08000031","Imaging","Non-obstetric ultrasound",2881,"",0,"",0,""
"20120531","S08000031","Imaging","Non-obstetric ultrasound",2765,"",0,"",0,""
"20120630","S08000031","Imaging","Non-obstetric ultrasound",2900,"",0,"",0,""
"20120731","S08000031","Imaging","Non-obstetric ultrasound",2835,"",0,"",0,""
"20120831","S08000031","Imaging","Non-obstetric ultrasound",3101,"",0,"",0,""
"20120930","S08000031","Imaging","Non-obstetric ultrasound",2931,"",0,"",0,""
"20121031","S08000031","Imaging","Non-obstetric ultrasound",2964,"",0,"",0,""
"20121130","S08000031","Imaging","Non-obstetric ultrasound",2850,"",0,"",0,""
"20121231","S08000031","Imaging","Non-obstetric ultrasound",2727,"",0,"",0,""
"20130131","S08000031","Imaging","Non-obstetric ultrasound",2628,"",0,"",0,""
"20130228","S08000031","Imaging","Non-obstetric ultrasound",2992,"",0,"",0,""
"20130331","S08000031","Imaging","Non-obstetric ultrasound",2582,"",0,"",0,""
"20130430","S08000031","Imaging","Non-obstetric ultrasound",2904,"",0,"",0,""
"20130531","S08000031","Imaging","Non-obstetric ultrasound",2784,"",0,"",0,""
"20130630","S08000031","Imaging","Non-obstetric ultrasound",2552,"",0,"",0,""
"20130731","S08000031","Imaging","Non-obstetric ultrasound",2564,"",0,"",0,""
"20130831","S08000031","Imaging","Non-obstetric ultrasound",3085,"",0,"",0,""
"20130930","S08000031","Imaging","Non-obstetric ultrasound",3053,"",0,"",0,""
"20131031","S08000031","Imaging","Non-obstetric ultrasound",3169,"",0,"",0,""
"20131130","S08000031","Imaging","Non-obstetric ultrasound",2677,"",0,"",0,""
"20131231","S08000031","Imaging","Non-obstetric ultrasound",2403,"",0,"",0,""
"20140131","S08000031","Imaging","Non-obstetric ultrasound",2800,"",0,"",0,""
"20140228","S08000031","Imaging","Non-obstetric ultrasound",2820,"",0,"",0,""
"20140331","S08000031","Imaging","Non-obstetric ultrasound",3106,"",0,"",0,""
"20140430","S08000031","Imaging","Non-obstetric ultrasound",2901,"",0,"",0,""
"20140531","S08000031","Imaging","Non-obstetric ultrasound",2935,"",0,"",0,""
"20140630","S08000031","Imaging","Non-obstetric ultrasound",2822,"",0,"",0,""
"20140731","S08000031","Imaging","Non-obstetric ultrasound",2974,"",0,"",0,""
"20140831","S08000031","Imaging","Non-obstetric ultrasound",3218,"",0,"",0,""
"20140930","S08000031","Imaging","Non-obstetric ultrasound",3206,"",0,"",0,""
"20141031","S08000031","Imaging","Non-obstetric ultrasound",3319,"",0,"",0,""
"20141130","S08000031","Imaging","Non-obstetric ultrasound",3370,"",0,"",0,""
"20141231","S08000031","Imaging","Non-obstetric ultrasound",1987,"",0,"",0,""
"20150131","S08000031","Imaging","Non-obstetric ultrasound",2766,"",0,"",0,""
"20150228","S08000031","Imaging","Non-obstetric ultrasound",2971,"",0,"",0,""
"20150331","S08000031","Imaging","Non-obstetric ultrasound",2771,"",0,"",0,""
"20150430","S08000031","Imaging","Non-obstetric ultrasound",2509,"",0,"",0,""
"20150531","S08000031","Imaging","Non-obstetric ultrasound",2675,"",0,"",0,""
"20150630","S08000031","Imaging","Non-obstetric ultrasound",2494,"",0,"",0,""
"20150731","S08000031","Imaging","Non-obstetric ultrasound",2467,"",0,"",0,""
"20150831","S08000031","Imaging","Non-obstetric ultrasound",2737,"",0,"",0,""
"20150930","S08000031","Imaging","Non-obstetric ultrasound",2694,"",0,"",0,""
"20151031","S08000031","Imaging","Non-obstetric ultrasound",2694,"",0,"",0,""
"20151130","S08000031","Imaging","Non-obstetric ultrasound",2839,"",0,"",0,""
"20151231","S08000031","Imaging","Non-obstetric ultrasound",1960,"",0,"",0,""
"20160131","S08000031","Imaging","Non-obstetric ultrasound",3093,"",0,"",0,""
"20160229","S08000031","Imaging","Non-obstetric ultrasound",3125,"",0,"",0,""
"20160331","S08000031","Imaging","Non-obstetric ultrasound",3564,"",0,"",0,""
"20160430","S08000031","Imaging","Non-obstetric ultrasound",3674,"",0,"",0,""
"20160531","S08000031","Imaging","Non-obstetric ultrasound",4022,"",1,"",0,""
"20160630","S08000031","Imaging","Non-obstetric ultrasound",4251,"",0,"",0,""
"20160731","S08000031","Imaging","Non-obstetric ultrasound",4511,"",18,"",0,""
"20160831","S08000031","Imaging","Non-obstetric ultrasound",4734,"",76,"",0,""
"20160930","S08000031","Imaging","Non-obstetric ultrasound",5312,"",244,"",0,""
"20161031","S08000031","Imaging","Non-obstetric ultrasound",5140,"",198,"",0,""
"20161130","S08000031","Imaging","Non-obstetric ultrasound",4828,"",77,"",0,""
"20161231","S08000031","Imaging","Non-obstetric ultrasound",3693,"",22,"",0,""
"20170131","S08000031","Imaging","Non-obstetric ultrasound",4795,"",52,"",0,""
"20170228","S08000031","Imaging","Non-obstetric ultrasound",5818,"",203,"",0,""
"20170331","S08000031","Imaging","Non-obstetric ultrasound",6043,"",488,"",0,""
"20170430","S08000031","Imaging","Non-obstetric ultrasound",6199,"",978,"",0,""
"20170531","S08000031","Imaging","Non-obstetric ultrasound",5957,"",548,"",0,""
"20170630","S08000031","Imaging","Non-obstetric ultrasound",6328,"",675,"",0,""
"20170731","S08000031","Imaging","Non-obstetric ultrasound",6503,"",967,"",0,""
"20170831","S08000031","Imaging","Non-obstetric ultrasound",6673,"",1110,"",0,""
"20170930","S08000031","Imaging","Non-obstetric ultrasound",7143,"",1301,"",2,""
"20171031","S08000031","Imaging","Non-obstetric ultrasound",7811,"",1439,"",240,""
"20171130","S08000031","Imaging","Non-obstetric ultrasound",7432,"",1295,"",0,""
"20171231","S08000031","Imaging","Non-obstetric ultrasound",6776,"",1209,"",14,""
"20180131","S08000031","Imaging","Non-obstetric ultrasound",7514,"",1574,"",526,""
"20180228","S08000031","Imaging","Non-obstetric ultrasound",7509,"",1795,"",134,""
"20180331","S08000031","Imaging","Non-obstetric ultrasound",8766,"",2266,"",449,""
"20180430","S08000031","Imaging","Non-obstetric ultrasound",8695,"",2215,"",844,""
"20180531","S08000031","Imaging","Non-obstetric ultrasound",6184,"",1912,"",260,""
"20180630","S08000031","Imaging","Non-obstetric ultrasound",6184,"",1912,"",260,""
"20180731","S08000031","Imaging","Non-obstetric ultrasound",6062,"",921,"",0,""
"20180831","S08000031","Imaging","Non-obstetric ultrasound",6512,"",880,"",4,""
"20180930","S08000031","Imaging","Non-obstetric ultrasound",6891,"",1284,"",3,""
"20181031","S08000031","Imaging","Non-obstetric ultrasound",6859,"",1136,"",47,""
"20181130","S08000031","Imaging","Non-obstetric ultrasound",6811,"",918,"",4,""
"20181231","S08000031","Imaging","Non-obstetric ultrasound",6388,"",1180,"",3,""
"20190131","S08000031","Imaging","Non-obstetric ultrasound",5889,"",626,"",5,""
"20190228","S08000031","Imaging","Non-obstetric ultrasound",6176,"",577,"",1,""
"20190331","S08000031","Imaging","Non-obstetric ultrasound",7505,"",1028,"",2,""
"20190430","S08000031","Imaging","Non-obstetric ultrasound",7141,"",1645,"",71,""
"20190531","S08000031","Imaging","Non-obstetric ultrasound",6908,"",1328,"",168,""
"20190630","S08000031","Imaging","Non-obstetric ultrasound",7148,"",1116,"",28,""
"20190731","S08000031","Imaging","Non-obstetric ultrasound",7087,"",1500,"",109,""
"20190831","S08000031","Imaging","Non-obstetric ultrasound",8200,"",2237,"",276,""
"20190930","S08000031","Imaging","Non-obstetric ultrasound",8646,"",2455,"",749,""
"20191031","S08000031","Imaging","Non-obstetric ultrasound",9155,"",3000,"",1184,""
"20191130","S08000031","Imaging","Non-obstetric ultrasound",8943,"",2731,"",951,""
"20191231","S08000031","Imaging","Non-obstetric ultrasound",9449,"",4967,"",2403,""
"20200131","S08000031","Imaging","Non-obstetric ultrasound",9398,"",2998,"",1955,""
"20200229","S08000031","Imaging","Non-obstetric ultrasound",9396,"",3080,"",990,""
"20200331","S08000031","Imaging","Non-obstetric ultrasound",10029,"",10029,"",2469,""
"20200430","S08000031","Imaging","Non-obstetric ultrasound",10982,"",10982,"",8990,""
"20200531","S08000031","Imaging","Non-obstetric ultrasound",9399,"",7472,"",7131,""
"20200630","S08000031","Imaging","Non-obstetric ultrasound",9149,"",6696,"",6123,""
"20200731","S08000031","Imaging","Non-obstetric ultrasound",9788,"",6261,"",5027,""
"20200831","S08000031","Imaging","Non-obstetric ultrasound",11282,"",6869,"",5335,""
"20200930","S08000031","Imaging","Non-obstetric ultrasound",13328,"",8883,"",6929,""
"20201031","S08000031","Imaging","Non-obstetric ultrasound",14460,"",9889,"",8147,""
"20201130","S08000031","Imaging","Non-obstetric ultrasound",14229,"",9467,"",7479,""
"20201231","S08000031","Imaging","Non-obstetric ultrasound",14448,"",10109,"",8111,""
"20210131","S08000031","Imaging","Non-obstetric ultrasound",14204,"",9834,"",8428,""
"20210228","S08000031","Imaging","Non-obstetric ultrasound",13989,"",9001,"",6962,""
"20210331","S08000031","Imaging","Non-obstetric ultrasound",13497,"",8298,"",6149,""
"20210430","S08000031","Imaging","Non-obstetric ultrasound",12643,"",7895,"",5624,""
"20210531","S08000031","Imaging","Non-obstetric ultrasound",12245,"",6954,"",4696,""
"20210630","S08000031","Imaging","Non-obstetric ultrasound",12091,"",6964,"",4604,""
"20210731","S08000031","Imaging","Non-obstetric ultrasound",12499,"",8088,"",5956,""
"20210831","S08000031","Imaging","Non-obstetric ultrasound",12940,"",8116,"",6342,""
"20210930","S08000031","Imaging","Non-obstetric ultrasound",13379,"",8469,"",6455,""
"20070930","S08000032","Endoscopy","Colonoscopy",549,"",237,"",96,""
"20071231","S08000032","Endoscopy","Colonoscopy",591,"",253,"",131,""
"20080131","S08000032","Endoscopy","Colonoscopy",624,"",281,"",150,""
"20080229","S08000032","Endoscopy","Colonoscopy",542,"",178,"",74,""
"20080331","S08000032","Endoscopy","Colonoscopy",503,"",214,"",103,""
"20080430","S08000032","Endoscopy","Colonoscopy",553,"",193,"",81,""
"20080531","S08000032","Endoscopy","Colonoscopy",601,"",175,"",65,""
"20080630","S08000032","Endoscopy","Colonoscopy",546,"",157,"",52,""
"20080731","S08000032","Endoscopy","Colonoscopy",476,"",89,"",17,""
"20080831","S08000032","Endoscopy","Colonoscopy",430,"",57,"",4,""
"20080930","S08000032","Endoscopy","Colonoscopy",22,"",1,"",0,""
"20081031","S08000032","Endoscopy","Colonoscopy",212,"",9,"",0,""
"20081130","S08000032","Endoscopy","Colonoscopy",172,"",4,"",0,""
"20081231","S08000032","Endoscopy","Colonoscopy",188,"",0,"",0,""
"20090131","S08000032","Endoscopy","Colonoscopy",225,"",0,"",0,""
"20090228","S08000032","Endoscopy","Colonoscopy",127,"",0,"",0,""
"20090331","S08000032","Endoscopy","Colonoscopy",137,"",0,"",0,""
"20090430","S08000032","Endoscopy","Colonoscopy",110,"",3,"",0,""
"20090531","S08000032","Endoscopy","Colonoscopy",182,"",10,"",0,""
"20090630","S08000032","Endoscopy","Colonoscopy",197,"",5,"",0,""
"20090731","S08000032","Endoscopy","Colonoscopy",226,"",15,"",0,""
"20090831","S08000032","Endoscopy","Colonoscopy",187,"",17,"",0,""
"20090930","S08000032","Endoscopy","Colonoscopy",908,"",111,"",0,""
"20091031","S08000032","Endoscopy","Colonoscopy",818,"",132,"",0,""
"20091130","S08000032","Endoscopy","Colonoscopy",730,"",63,"",0,""
"20091231","S08000032","Endoscopy","Colonoscopy",743,"",60,"",0,""
"20100131","S08000032","Endoscopy","Colonoscopy",812,"",75,"",0,""
"20100228","S08000032","Endoscopy","Colonoscopy",805,"",99,"",0,""
"20100331","S08000032","Endoscopy","Colonoscopy",715,"",0,"",0,""
"20100430","S08000032","Endoscopy","Colonoscopy",656,"",0,"",0,""
"20100531","S08000032","Endoscopy","Colonoscopy",772,"",0,"",0,""
"20100630","S08000032","Endoscopy","Colonoscopy",710,"",0,"",0,""
"20100731","S08000032","Endoscopy","Colonoscopy",771,"",0,"",0,""
"20100831","S08000032","Endoscopy","Colonoscopy",774,"",0,"",0,""
"20100930","S08000032","Endoscopy","Colonoscopy",753,"",0,"",0,""
"20101031","S08000032","Endoscopy","Colonoscopy",693,"",0,"",0,""
"20101130","S08000032","Endoscopy","Colonoscopy",765,"",0,"",0,""
"20101231","S08000032","Endoscopy","Colonoscopy",797,"",0,"",0,""
"20110131","S08000032","Endoscopy","Colonoscopy",792,"",0,"",0,""
"20110228","S08000032","Endoscopy","Colonoscopy",832,"",0,"",0,""
"20110331","S08000032","Endoscopy","Colonoscopy",883,"",0,"",0,""
"20110430","S08000032","Endoscopy","Colonoscopy",1111,"",0,"",0,""
"20110531","S08000032","Endoscopy","Colonoscopy",1157,"",0,"",0,""
"20110630","S08000032","Endoscopy","Colonoscopy",978,"",0,"",0,""
"20110731","S08000032","Endoscopy","Colonoscopy",965,"",0,"",0,""
"20110831","S08000032","Endoscopy","Colonoscopy",1016,"",0,"",0,""
"20110930","S08000032","Endoscopy","Colonoscopy",1075,"",0,"",0,""
"20111031","S08000032","Endoscopy","Colonoscopy",1060,"",0,"",0,""
"20111130","S08000032","Endoscopy","Colonoscopy",1009,"",0,"",0,""
"20111231","S08000032","Endoscopy","Colonoscopy",1038,"",0,"",0,""
"20120131","S08000032","Endoscopy","Colonoscopy",964,"",0,"",0,""
"20120229","S08000032","Endoscopy","Colonoscopy",936,"",0,"",0,""
"20120331","S08000032","Endoscopy","Colonoscopy",972,"",0,"",0,""
"20120430","S08000032","Endoscopy","Colonoscopy",1130,"",0,"",0,""
"20120531","S08000032","Endoscopy","Colonoscopy",1014,"",0,"",0,""
"20120630","S08000032","Endoscopy","Colonoscopy",863,"",8,"",0,""
"20120731","S08000032","Endoscopy","Colonoscopy",855,"",3,"",0,""
"20120831","S08000032","Endoscopy","Colonoscopy",876,"",3,"",0,""
"20120930","S08000032","Endoscopy","Colonoscopy",870,"",7,"",0,""
"20121031","S08000032","Endoscopy","Colonoscopy",847,"",0,"",0,""
"20121130","S08000032","Endoscopy","Colonoscopy",836,"",8,"",0,""
"20121231","S08000032","Endoscopy","Colonoscopy",752,"",0,"",0,""
"20130131","S08000032","Endoscopy","Colonoscopy",811,"",4,"",1,""
"20130228","S08000032","Endoscopy","Colonoscopy",821,"",3,"",0,""
"20130331","S08000032","Endoscopy","Colonoscopy",932,"",12,"",1,""
"20130430","S08000032","Endoscopy","Colonoscopy",904,"",1,"",0,""
"20130531","S08000032","Endoscopy","Colonoscopy",1000,"",33,"",0,""
"20130630","S08000032","Endoscopy","Colonoscopy",984,"",44,"",0,""
"20130731","S08000032","Endoscopy","Colonoscopy",827,"",41,"",0,""
"20130831","S08000032","Endoscopy","Colonoscopy",972,"",26,"",0,""
"20130930","S08000032","Endoscopy","Colonoscopy",993,"",63,"",0,""
"20131031","S08000032","Endoscopy","Colonoscopy",959,"",69,"",0,""
"20131130","S08000032","Endoscopy","Colonoscopy",1032,"",64,"",0,""
"20131231","S08000032","Endoscopy","Colonoscopy",909,"",71,"",0,""
"20140131","S08000032","Endoscopy","Colonoscopy",943,"",37,"",2,""
"20140228","S08000032","Endoscopy","Colonoscopy",1132,"",72,"",0,""
"20140331","S08000032","Endoscopy","Colonoscopy",1124,"",143,"",0,""
